STATION,DATE,TAVG,TMAX,TMIN
USW00023183,1/1/1990,,68,42
USW00023183,1/2/1990,,66,43
USW00023183,1/3/1990,,55,42
USW00023183,1/4/1990,,59,36
USW00023183,1/5/1990,,61,36
USW00023183,1/6/1990,,65,40
USW00023183,1/7/1990,,62,39
USW00023183,1/8/1990,,68,40
USW00023183,1/9/1990,,73,44
USW00023183,1/10/1990,,84,48
USW00023183,1/11/1990,,82,54
USW00023183,1/12/1990,,78,52
USW00023183,1/13/1990,,75,57
USW00023183,1/14/1990,,71,49
USW00023183,1/15/1990,,66,51
USW00023183,1/16/1990,,63,46
USW00023183,1/17/1990,,57,43
USW00023183,1/18/1990,,52,42
USW00023183,1/19/1990,,55,37
USW00023183,1/20/1990,,59,37
USW00023183,1/21/1990,,69,39
USW00023183,1/22/1990,,67,51
USW00023183,1/23/1990,,73,47
USW00023183,1/24/1990,,72,46
USW00023183,1/25/1990,,70,41
USW00023183,1/26/1990,,70,43
USW00023183,1/27/1990,,68,40
USW00023183,1/28/1990,,66,38
USW00023183,1/29/1990,,70,40
USW00023183,1/30/1990,,71,44
USW00023183,1/31/1990,,70,53
USW00023183,2/1/1990,,57,44
USW00023183,2/2/1990,,59,43
USW00023183,2/3/1990,,62,39
USW00023183,2/4/1990,,69,42
USW00023183,2/5/1990,,61,44
USW00023183,2/6/1990,,69,42
USW00023183,2/7/1990,,70,45
USW00023183,2/8/1990,,58,52
USW00023183,2/9/1990,,64,46
USW00023183,2/10/1990,,68,42
USW00023183,2/11/1990,,77,45
USW00023183,2/12/1990,,69,52
USW00023183,2/13/1990,,71,50
USW00023183,2/14/1990,,61,39
USW00023183,2/15/1990,,50,32
USW00023183,2/16/1990,,57,32
USW00023183,2/17/1990,,68,37
USW00023183,2/18/1990,,68,42
USW00023183,2/19/1990,,56,41
USW00023183,2/20/1990,,59,37
USW00023183,2/21/1990,,64,43
USW00023183,2/22/1990,,74,43
USW00023183,2/23/1990,,79,48
USW00023183,2/24/1990,,85,52
USW00023183,2/25/1990,,85,57
USW00023183,2/26/1990,,83,60
USW00023183,2/27/1990,,82,58
USW00023183,2/28/1990,,81,55
USW00023183,3/1/1990,,78,59
USW00023183,3/2/1990,,80,59
USW00023183,3/3/1990,,78,62
USW00023183,3/4/1990,,82,55
USW00023183,3/5/1990,,69,53
USW00023183,3/6/1990,,70,48
USW00023183,3/7/1990,,74,49
USW00023183,3/8/1990,,80,51
USW00023183,3/9/1990,,77,56
USW00023183,3/10/1990,,61,52
USW00023183,3/11/1990,,64,49
USW00023183,3/12/1990,,64,47
USW00023183,3/13/1990,,62,44
USW00023183,3/14/1990,,63,40
USW00023183,3/15/1990,,74,42
USW00023183,3/16/1990,,75,49
USW00023183,3/17/1990,,84,52
USW00023183,3/18/1990,,87,55
USW00023183,3/19/1990,,91,57
USW00023183,3/20/1990,,91,65
USW00023183,3/21/1990,,92,63
USW00023183,3/22/1990,,94,62
USW00023183,3/23/1990,,93,63
USW00023183,3/24/1990,,94,64
USW00023183,3/25/1990,,93,64
USW00023183,3/26/1990,,93,66
USW00023183,3/27/1990,,85,67
USW00023183,3/28/1990,,78,60
USW00023183,3/29/1990,,72,55
USW00023183,3/30/1990,,77,54
USW00023183,3/31/1990,,70,55
USW00023183,4/1/1990,,77,54
USW00023183,4/2/1990,,82,56
USW00023183,4/3/1990,,86,58
USW00023183,4/4/1990,,84,63
USW00023183,4/5/1990,,81,63
USW00023183,4/6/1990,,86,63
USW00023183,4/7/1990,,83,65
USW00023183,4/8/1990,,85,63
USW00023183,4/9/1990,,86,61
USW00023183,4/10/1990,,93,63
USW00023183,4/11/1990,,95,65
USW00023183,4/12/1990,,98,64
USW00023183,4/13/1990,,98,66
USW00023183,4/14/1990,,98,68
USW00023183,4/15/1990,,100,67
USW00023183,4/16/1990,,91,68
USW00023183,4/17/1990,,81,65
USW00023183,4/18/1990,,82,61
USW00023183,4/19/1990,,88,63
USW00023183,4/20/1990,,94,64
USW00023183,4/21/1990,,94,68
USW00023183,4/22/1990,,89,67
USW00023183,4/23/1990,,86,66
USW00023183,4/24/1990,,72,58
USW00023183,4/25/1990,,81,58
USW00023183,4/26/1990,,92,62
USW00023183,4/27/1990,,97,67
USW00023183,4/28/1990,,98,70
USW00023183,4/29/1990,,92,73
USW00023183,4/30/1990,,83,67
USW00023183,5/1/1990,,80,61
USW00023183,5/2/1990,,82,60
USW00023183,5/3/1990,,91,62
USW00023183,5/4/1990,,94,71
USW00023183,5/5/1990,,96,74
USW00023183,5/6/1990,,94,74
USW00023183,5/7/1990,,99,71
USW00023183,5/8/1990,,98,72
USW00023183,5/9/1990,,98,69
USW00023183,5/10/1990,,94,71
USW00023183,5/11/1990,,85,65
USW00023183,5/12/1990,,92,65
USW00023183,5/13/1990,,95,67
USW00023183,5/14/1990,,96,70
USW00023183,5/15/1990,,93,67
USW00023183,5/16/1990,,96,67
USW00023183,5/17/1990,,101,70
USW00023183,5/18/1990,,93,73
USW00023183,5/19/1990,,88,67
USW00023183,5/20/1990,,91,64
USW00023183,5/21/1990,,98,69
USW00023183,5/22/1990,,102,73
USW00023183,5/23/1990,,105,77
USW00023183,5/24/1990,,96,78
USW00023183,5/25/1990,,97,69
USW00023183,5/26/1990,,97,70
USW00023183,5/27/1990,,98,70
USW00023183,5/28/1990,,85,61
USW00023183,5/29/1990,,84,61
USW00023183,5/30/1990,,93,65
USW00023183,5/31/1990,,94,69
USW00023183,6/1/1990,,92,69
USW00023183,6/2/1990,,101,70
USW00023183,6/3/1990,,110,74
USW00023183,6/4/1990,,113,80
USW00023183,6/5/1990,,112,81
USW00023183,6/6/1990,,108,79
USW00023183,6/7/1990,,106,79
USW00023183,6/8/1990,,108,82
USW00023183,6/9/1990,,98,76
USW00023183,6/10/1990,,101,76
USW00023183,6/11/1990,,101,76
USW00023183,6/12/1990,,104,78
USW00023183,6/13/1990,,105,77
USW00023183,6/14/1990,,99,74
USW00023183,6/15/1990,,96,78
USW00023183,6/16/1990,,96,69
USW00023183,6/17/1990,,106,71
USW00023183,6/18/1990,,106,77
USW00023183,6/19/1990,,109,79
USW00023183,6/20/1990,,113,78
USW00023183,6/21/1990,,114,80
USW00023183,6/22/1990,,113,81
USW00023183,6/23/1990,,113,84
USW00023183,6/24/1990,,113,87
USW00023183,6/25/1990,,120,88
USW00023183,6/26/1990,,122,91
USW00023183,6/27/1990,,118,93
USW00023183,6/28/1990,,118,87
USW00023183,6/29/1990,,108,88
USW00023183,6/30/1990,,112,91
USW00023183,7/1/1990,,115,90
USW00023183,7/2/1990,,106,84
USW00023183,7/3/1990,,105,81
USW00023183,7/4/1990,,107,87
USW00023183,7/5/1990,,100,87
USW00023183,7/6/1990,,98,84
USW00023183,7/7/1990,,100,79
USW00023183,7/8/1990,,100,78
USW00023183,7/9/1990,,104,80
USW00023183,7/10/1990,,106,79
USW00023183,7/11/1990,,106,80
USW00023183,7/12/1990,,112,87
USW00023183,7/13/1990,,110,86
USW00023183,7/14/1990,,94,81
USW00023183,7/15/1990,,91,74
USW00023183,7/16/1990,,100,82
USW00023183,7/17/1990,,104,81
USW00023183,7/18/1990,,110,87
USW00023183,7/19/1990,,112,88
USW00023183,7/20/1990,,106,88
USW00023183,7/21/1990,,105,80
USW00023183,7/22/1990,,107,80
USW00023183,7/23/1990,,104,82
USW00023183,7/24/1990,,97,72
USW00023183,7/25/1990,,102,83
USW00023183,7/26/1990,,104,84
USW00023183,7/27/1990,,107,84
USW00023183,7/28/1990,,108,81
USW00023183,7/29/1990,,111,81
USW00023183,7/30/1990,,107,87
USW00023183,7/31/1990,,106,84
USW00023183,8/1/1990,,104,79
USW00023183,8/2/1990,,102,76
USW00023183,8/3/1990,,105,75
USW00023183,8/4/1990,,103,79
USW00023183,8/5/1990,,108,85
USW00023183,8/6/1990,,105,87
USW00023183,8/7/1990,,102,81
USW00023183,8/8/1990,,108,85
USW00023183,8/9/1990,,110,86
USW00023183,8/10/1990,,111,88
USW00023183,8/11/1990,,105,75
USW00023183,8/12/1990,,98,76
USW00023183,8/13/1990,,94,78
USW00023183,8/14/1990,,78,71
USW00023183,8/15/1990,,88,70
USW00023183,8/16/1990,,97,77
USW00023183,8/17/1990,,100,79
USW00023183,8/18/1990,,103,81
USW00023183,8/19/1990,,102,79
USW00023183,8/20/1990,,102,82
USW00023183,8/21/1990,,102,76
USW00023183,8/22/1990,,104,77
USW00023183,8/23/1990,,105,77
USW00023183,8/24/1990,,106,77
USW00023183,8/25/1990,,102,75
USW00023183,8/26/1990,,102,77
USW00023183,8/27/1990,,102,82
USW00023183,8/28/1990,,105,82
USW00023183,8/29/1990,,108,86
USW00023183,8/30/1990,,106,85
USW00023183,8/31/1990,,96,81
USW00023183,9/1/1990,,96,83
USW00023183,9/2/1990,,102,74
USW00023183,9/3/1990,,104,75
USW00023183,9/4/1990,,100,76
USW00023183,9/5/1990,,94,74
USW00023183,9/6/1990,,100,79
USW00023183,9/7/1990,,105,82
USW00023183,9/8/1990,,108,84
USW00023183,9/9/1990,,110,86
USW00023183,9/10/1990,,111,84
USW00023183,9/11/1990,,112,85
USW00023183,9/12/1990,,105,83
USW00023183,9/13/1990,,105,83
USW00023183,9/14/1990,,100,70
USW00023183,9/15/1990,,88,69
USW00023183,9/16/1990,,95,73
USW00023183,9/17/1990,,98,77
USW00023183,9/18/1990,,98,77
USW00023183,9/19/1990,,97,72
USW00023183,9/20/1990,,93,67
USW00023183,9/21/1990,,95,72
USW00023183,9/22/1990,,95,71
USW00023183,9/23/1990,,97,77
USW00023183,9/24/1990,,96,76
USW00023183,9/25/1990,,100,76
USW00023183,9/26/1990,,99,75
USW00023183,9/27/1990,,99,72
USW00023183,9/28/1990,,94,71
USW00023183,9/29/1990,,93,69
USW00023183,9/30/1990,,82,70
USW00023183,10/1/1990,,83,66
USW00023183,10/2/1990,,86,66
USW00023183,10/3/1990,,90,68
USW00023183,10/4/1990,,99,69
USW00023183,10/5/1990,,99,75
USW00023183,10/6/1990,,96,72
USW00023183,10/7/1990,,95,76
USW00023183,10/8/1990,,90,69
USW00023183,10/9/1990,,88,64
USW00023183,10/10/1990,,90,62
USW00023183,10/11/1990,,92,63
USW00023183,10/12/1990,,93,63
USW00023183,10/13/1990,,92,61
USW00023183,10/14/1990,,94,64
USW00023183,10/15/1990,,93,64
USW00023183,10/16/1990,,93,66
USW00023183,10/17/1990,,93,69
USW00023183,10/18/1990,,97,71
USW00023183,10/19/1990,,89,71
USW00023183,10/20/1990,,78,62
USW00023183,10/21/1990,,81,56
USW00023183,10/22/1990,,87,62
USW00023183,10/23/1990,,91,59
USW00023183,10/24/1990,,96,60
USW00023183,10/25/1990,,96,63
USW00023183,10/26/1990,,96,65
USW00023183,10/27/1990,,95,63
USW00023183,10/28/1990,,95,67
USW00023183,10/29/1990,,94,68
USW00023183,10/30/1990,,94,64
USW00023183,10/31/1990,,90,67
USW00023183,11/1/1990,,85,66
USW00023183,11/2/1990,,73,57
USW00023183,11/3/1990,,70,50
USW00023183,11/4/1990,,74,49
USW00023183,11/5/1990,,78,51
USW00023183,11/6/1990,,75,52
USW00023183,11/7/1990,,68,49
USW00023183,11/8/1990,,72,48
USW00023183,11/9/1990,,83,51
USW00023183,11/10/1990,,87,55
USW00023183,11/11/1990,,88,56
USW00023183,11/12/1990,,87,61
USW00023183,11/13/1990,,89,61
USW00023183,11/14/1990,,88,63
USW00023183,11/15/1990,,87,59
USW00023183,11/16/1990,,87,57
USW00023183,11/17/1990,,86,63
USW00023183,11/18/1990,,84,58
USW00023183,11/19/1990,,80,59
USW00023183,11/20/1990,,70,57
USW00023183,11/21/1990,,71,53
USW00023183,11/22/1990,,77,48
USW00023183,11/23/1990,,80,50
USW00023183,11/24/1990,,82,55
USW00023183,11/25/1990,,81,58
USW00023183,11/26/1990,,67,50
USW00023183,11/27/1990,,61,42
USW00023183,11/28/1990,,66,40
USW00023183,11/29/1990,,74,45
USW00023183,11/30/1990,,74,49
USW00023183,12/1/1990,,73,47
USW00023183,12/2/1990,,71,45
USW00023183,12/3/1990,,71,43
USW00023183,12/4/1990,,73,45
USW00023183,12/5/1990,,72,45
USW00023183,12/6/1990,,73,43
USW00023183,12/7/1990,,73,45
USW00023183,12/8/1990,,78,47
USW00023183,12/9/1990,,79,45
USW00023183,12/10/1990,,77,47
USW00023183,12/11/1990,,78,48
USW00023183,12/12/1990,,72,58
USW00023183,12/13/1990,,75,55
USW00023183,12/14/1990,,70,53
USW00023183,12/15/1990,,60,50
USW00023183,12/16/1990,,62,48
USW00023183,12/17/1990,,58,41
USW00023183,12/18/1990,,58,38
USW00023183,12/19/1990,,62,39
USW00023183,12/20/1990,,57,43
USW00023183,12/21/1990,,46,37
USW00023183,12/22/1990,,46,33
USW00023183,12/23/1990,,47,26
USW00023183,12/24/1990,,57,33
USW00023183,12/25/1990,,57,33
USW00023183,12/26/1990,,57,32
USW00023183,12/27/1990,,61,34
USW00023183,12/28/1990,,52,44
USW00023183,12/29/1990,,59,46
USW00023183,12/30/1990,,62,36
USW00023183,12/31/1990,,68,40
USW00023183,1/1/1991,,69,43
USW00023183,1/2/1991,,67,47
USW00023183,1/3/1991,,66,52
USW00023183,1/4/1991,,59,52
USW00023183,1/5/1991,,60,52
USW00023183,1/6/1991,,64,53
USW00023183,1/7/1991,,67,47
USW00023183,1/8/1991,,63,47
USW00023183,1/9/1991,,55,44
USW00023183,1/10/1991,,63,42
USW00023183,1/11/1991,,63,45
USW00023183,1/12/1991,,70,44
USW00023183,1/13/1991,,70,44
USW00023183,1/14/1991,,73,46
USW00023183,1/15/1991,,69,46
USW00023183,1/16/1991,,69,45
USW00023183,1/17/1991,,72,49
USW00023183,1/18/1991,,67,44
USW00023183,1/19/1991,,68,43
USW00023183,1/20/1991,,66,46
USW00023183,1/21/1991,,65,49
USW00023183,1/22/1991,,65,44
USW00023183,1/23/1991,,65,42
USW00023183,1/24/1991,,67,42
USW00023183,1/25/1991,,68,42
USW00023183,1/26/1991,,70,45
USW00023183,1/27/1991,,69,49
USW00023183,1/28/1991,,69,44
USW00023183,1/29/1991,,61,43
USW00023183,1/30/1991,,63,36
USW00023183,1/31/1991,,76,39
USW00023183,2/1/1991,,75,53
USW00023183,2/2/1991,,79,48
USW00023183,2/3/1991,,75,48
USW00023183,2/4/1991,,79,48
USW00023183,2/5/1991,,81,50
USW00023183,2/6/1991,,82,54
USW00023183,2/7/1991,,81,58
USW00023183,2/8/1991,,77,50
USW00023183,2/9/1991,,78,53
USW00023183,2/10/1991,,83,50
USW00023183,2/11/1991,,81,61
USW00023183,2/12/1991,,80,62
USW00023183,2/13/1991,,80,54
USW00023183,2/14/1991,,83,55
USW00023183,2/15/1991,,81,56
USW00023183,2/16/1991,,80,61
USW00023183,2/17/1991,,73,53
USW00023183,2/18/1991,,70,50
USW00023183,2/19/1991,,72,46
USW00023183,2/20/1991,,77,47
USW00023183,2/21/1991,,82,50
USW00023183,2/22/1991,,85,52
USW00023183,2/23/1991,,81,58
USW00023183,2/24/1991,,82,53
USW00023183,2/25/1991,,82,54
USW00023183,2/26/1991,,82,55
USW00023183,2/27/1991,,78,54
USW00023183,2/28/1991,,65,57
USW00023183,3/1/1991,,63,55
USW00023183,3/2/1991,,69,50
USW00023183,3/3/1991,,76,49
USW00023183,3/4/1991,,81,52
USW00023183,3/5/1991,,83,59
USW00023183,3/6/1991,,68,56
USW00023183,3/7/1991,,71,47
USW00023183,3/8/1991,,74,46
USW00023183,3/9/1991,,85,50
USW00023183,3/10/1991,,78,59
USW00023183,3/11/1991,,69,53
USW00023183,3/12/1991,,71,46
USW00023183,3/13/1991,,68,50
USW00023183,3/14/1991,,66,51
USW00023183,3/15/1991,,62,44
USW00023183,3/16/1991,,61,41
USW00023183,3/17/1991,,70,43
USW00023183,3/18/1991,,80,48
USW00023183,3/19/1991,,66,53
USW00023183,3/20/1991,,68,47
USW00023183,3/21/1991,,61,45
USW00023183,3/22/1991,,67,47
USW00023183,3/23/1991,,74,51
USW00023183,3/24/1991,,80,53
USW00023183,3/25/1991,,73,56
USW00023183,3/26/1991,,62,50
USW00023183,3/27/1991,,63,41
USW00023183,3/28/1991,,61,44
USW00023183,3/29/1991,,70,45
USW00023183,3/30/1991,,76,50
USW00023183,3/31/1991,,84,55
USW00023183,4/1/1991,,81,59
USW00023183,4/2/1991,,79,54
USW00023183,4/3/1991,,86,58
USW00023183,4/4/1991,,93,59
USW00023183,4/5/1991,,94,63
USW00023183,4/6/1991,,97,64
USW00023183,4/7/1991,,90,64
USW00023183,4/8/1991,,88,61
USW00023183,4/9/1991,,90,62
USW00023183,4/10/1991,,90,59
USW00023183,4/11/1991,,74,57
USW00023183,4/12/1991,,73,49
USW00023183,4/13/1991,,78,50
USW00023183,4/14/1991,,83,55
USW00023183,4/15/1991,,88,57
USW00023183,4/16/1991,,87,61
USW00023183,4/17/1991,,87,60
USW00023183,4/18/1991,,84,59
USW00023183,4/19/1991,,88,59
USW00023183,4/20/1991,,91,61
USW00023183,4/21/1991,,83,60
USW00023183,4/22/1991,,85,60
USW00023183,4/23/1991,,83,62
USW00023183,4/24/1991,,85,59
USW00023183,4/25/1991,,83,62
USW00023183,4/26/1991,,83,61
USW00023183,4/27/1991,,86,59
USW00023183,4/28/1991,,79,54
USW00023183,4/29/1991,,85,55
USW00023183,4/30/1991,,91,60
USW00023183,5/1/1991,,94,63
USW00023183,5/2/1991,,78,60
USW00023183,5/3/1991,,80,56
USW00023183,5/4/1991,,86,59
USW00023183,5/5/1991,,93,62
USW00023183,5/6/1991,,97,67
USW00023183,5/7/1991,,99,69
USW00023183,5/8/1991,,102,71
USW00023183,5/9/1991,,96,75
USW00023183,5/10/1991,,81,64
USW00023183,5/11/1991,,83,58
USW00023183,5/12/1991,,89,61
USW00023183,5/13/1991,,96,64
USW00023183,5/14/1991,,86,68
USW00023183,5/15/1991,,91,64
USW00023183,5/16/1991,,95,66
USW00023183,5/17/1991,,97,69
USW00023183,5/18/1991,,92,67
USW00023183,5/19/1991,,94,65
USW00023183,5/20/1991,,96,69
USW00023183,5/21/1991,,94,67
USW00023183,5/22/1991,,90,66
USW00023183,5/23/1991,,96,68
USW00023183,5/24/1991,,100,72
USW00023183,5/25/1991,,103,74
USW00023183,5/26/1991,,101,74
USW00023183,5/27/1991,,99,71
USW00023183,5/28/1991,,96,69
USW00023183,5/29/1991,,97,69
USW00023183,5/30/1991,,97,68
USW00023183,5/31/1991,,83,67
USW00023183,6/1/1991,,79,69
USW00023183,6/2/1991,,88,66
USW00023183,6/3/1991,,97,71
USW00023183,6/4/1991,,103,75
USW00023183,6/5/1991,,98,75
USW00023183,6/6/1991,,100,73
USW00023183,6/7/1991,,105,74
USW00023183,6/8/1991,,106,74
USW00023183,6/9/1991,,101,78
USW00023183,6/10/1991,,97,78
USW00023183,6/11/1991,,98,82
USW00023183,6/12/1991,,92,79
USW00023183,6/13/1991,,100,74
USW00023183,6/14/1991,,100,77
USW00023183,6/15/1991,,103,75
USW00023183,6/16/1991,,105,76
USW00023183,6/17/1991,,108,77
USW00023183,6/18/1991,,110,77
USW00023183,6/19/1991,,106,81
USW00023183,6/20/1991,,103,76
USW00023183,6/21/1991,,102,73
USW00023183,6/22/1991,,102,72
USW00023183,6/23/1991,,104,73
USW00023183,6/24/1991,,102,74
USW00023183,6/25/1991,,100,74
USW00023183,6/26/1991,,98,72
USW00023183,6/27/1991,,102,74
USW00023183,6/28/1991,,103,73
USW00023183,6/29/1991,,100,80
USW00023183,6/30/1991,,106,78
USW00023183,7/1/1991,,111,79
USW00023183,7/2/1991,,112,82
USW00023183,7/3/1991,,108,86
USW00023183,7/4/1991,,109,86
USW00023183,7/5/1991,,111,85
USW00023183,7/6/1991,,100,84
USW00023183,7/7/1991,,99,84
USW00023183,7/8/1991,,106,81
USW00023183,7/9/1991,,105,86
USW00023183,7/10/1991,,106,82
USW00023183,7/11/1991,,107,83
USW00023183,7/12/1991,,109,83
USW00023183,7/13/1991,,110,84
USW00023183,7/14/1991,,109,87
USW00023183,7/15/1991,,107,86
USW00023183,7/16/1991,,104,86
USW00023183,7/17/1991,,109,89
USW00023183,7/18/1991,,108,87
USW00023183,7/19/1991,,106,83
USW00023183,7/20/1991,,100,72
USW00023183,7/21/1991,,105,84
USW00023183,7/22/1991,,105,81
USW00023183,7/23/1991,,106,82
USW00023183,7/24/1991,,106,82
USW00023183,7/25/1991,,108,84
USW00023183,7/26/1991,,106,87
USW00023183,7/27/1991,,108,86
USW00023183,7/28/1991,,111,85
USW00023183,7/29/1991,,110,89
USW00023183,7/30/1991,,92,77
USW00023183,7/31/1991,,106,82
USW00023183,8/1/1991,,108,86
USW00023183,8/2/1991,,109,87
USW00023183,8/3/1991,,108,86
USW00023183,8/4/1991,,109,86
USW00023183,8/5/1991,,108,84
USW00023183,8/6/1991,,107,83
USW00023183,8/7/1991,,108,79
USW00023183,8/8/1991,,113,82
USW00023183,8/9/1991,,103,85
USW00023183,8/10/1991,,100,82
USW00023183,8/11/1991,,97,74
USW00023183,8/12/1991,,102,82
USW00023183,8/13/1991,,106,83
USW00023183,8/14/1991,,108,87
USW00023183,8/15/1991,,105,86
USW00023183,8/16/1991,,105,84
USW00023183,8/17/1991,,108,84
USW00023183,8/18/1991,,108,86
USW00023183,8/19/1991,,108,83
USW00023183,8/20/1991,,108,83
USW00023183,8/21/1991,,105,88
USW00023183,8/22/1991,,102,86
USW00023183,8/23/1991,,106,82
USW00023183,8/24/1991,,108,88
USW00023183,8/25/1991,,106,87
USW00023183,8/26/1991,,106,81
USW00023183,8/27/1991,,95,77
USW00023183,8/28/1991,,101,80
USW00023183,8/29/1991,,106,80
USW00023183,8/30/1991,,107,85
USW00023183,8/31/1991,,95,85
USW00023183,9/1/1991,,96,84
USW00023183,9/2/1991,,104,80
USW00023183,9/3/1991,,103,79
USW00023183,9/4/1991,,108,79
USW00023183,9/5/1991,,93,74
USW00023183,9/6/1991,,95,73
USW00023183,9/7/1991,,101,77
USW00023183,9/8/1991,,103,78
USW00023183,9/9/1991,,101,77
USW00023183,9/10/1991,,98,78
USW00023183,9/11/1991,,98,80
USW00023183,9/12/1991,,96,72
USW00023183,9/13/1991,,98,71
USW00023183,9/14/1991,,98,70
USW00023183,9/15/1991,,98,75
USW00023183,9/16/1991,,103,76
USW00023183,9/17/1991,,104,79
USW00023183,9/18/1991,,95,80
USW00023183,9/19/1991,,96,80
USW00023183,9/20/1991,,94,75
USW00023183,9/21/1991,,96,77
USW00023183,9/22/1991,,96,77
USW00023183,9/23/1991,,100,78
USW00023183,9/24/1991,,105,80
USW00023183,9/25/1991,,105,79
USW00023183,9/26/1991,,107,79
USW00023183,9/27/1991,,99,81
USW00023183,9/28/1991,,98,79
USW00023183,9/29/1991,,101,76
USW00023183,9/30/1991,,102,76
USW00023183,10/1/1991,,103,77
USW00023183,10/2/1991,,104,75
USW00023183,10/3/1991,,103,75
USW00023183,10/4/1991,,101,74
USW00023183,10/5/1991,,101,74
USW00023183,10/6/1991,,103,74
USW00023183,10/7/1991,,104,74
USW00023183,10/8/1991,,103,75
USW00023183,10/9/1991,,102,75
USW00023183,10/10/1991,,105,75
USW00023183,10/11/1991,,102,76
USW00023183,10/12/1991,,91,77
USW00023183,10/13/1991,,97,71
USW00023183,10/14/1991,,99,73
USW00023183,10/15/1991,,103,70
USW00023183,10/16/1991,,101,70
USW00023183,10/17/1991,,100,71
USW00023183,10/18/1991,,100,69
USW00023183,10/19/1991,,98,70
USW00023183,10/20/1991,,97,70
USW00023183,10/21/1991,,93,74
USW00023183,10/22/1991,,87,68
USW00023183,10/23/1991,,84,69
USW00023183,10/24/1991,,82,67
USW00023183,10/25/1991,,82,63
USW00023183,10/26/1991,,82,59
USW00023183,10/27/1991,,67,54
USW00023183,10/28/1991,,66,51
USW00023183,10/29/1991,,68,46
USW00023183,10/30/1991,,65,51
USW00023183,10/31/1991,,66,46
USW00023183,11/1/1991,,73,47
USW00023183,11/2/1991,,76,50
USW00023183,11/3/1991,,80,54
USW00023183,11/4/1991,,81,56
USW00023183,11/5/1991,,83,55
USW00023183,11/6/1991,,88,58
USW00023183,11/7/1991,,89,60
USW00023183,11/8/1991,,90,62
USW00023183,11/9/1991,,81,67
USW00023183,11/10/1991,,76,60
USW00023183,11/11/1991,,78,58
USW00023183,11/12/1991,,80,65
USW00023183,11/13/1991,,80,62
USW00023183,11/14/1991,,78,56
USW00023183,11/15/1991,,62,53
USW00023183,11/16/1991,,64,51
USW00023183,11/17/1991,,67,46
USW00023183,11/18/1991,,68,50
USW00023183,11/19/1991,,71,46
USW00023183,11/20/1991,,72,48
USW00023183,11/21/1991,,74,49
USW00023183,11/22/1991,,76,49
USW00023183,11/23/1991,,69,48
USW00023183,11/24/1991,,73,46
USW00023183,11/25/1991,,75,48
USW00023183,11/26/1991,,77,49
USW00023183,11/27/1991,,76,50
USW00023183,11/28/1991,,64,49
USW00023183,11/29/1991,,65,40
USW00023183,11/30/1991,,50,43
USW00023183,12/1/1991,,54,40
USW00023183,12/2/1991,,55,36
USW00023183,12/3/1991,,65,37
USW00023183,12/4/1991,,69,44
USW00023183,12/5/1991,,68,49
USW00023183,12/6/1991,,74,50
USW00023183,12/7/1991,,72,48
USW00023183,12/8/1991,,74,49
USW00023183,12/9/1991,,75,55
USW00023183,12/10/1991,,66,58
USW00023183,12/11/1991,,64,53
USW00023183,12/12/1991,,64,49
USW00023183,12/13/1991,,66,47
USW00023183,12/14/1991,,72,44
USW00023183,12/15/1991,,73,50
USW00023183,12/16/1991,,73,55
USW00023183,12/17/1991,,71,55
USW00023183,12/18/1991,,63,56
USW00023183,12/19/1991,,60,48
USW00023183,12/20/1991,,63,46
USW00023183,12/21/1991,,62,50
USW00023183,12/22/1991,,62,49
USW00023183,12/23/1991,,64,45
USW00023183,12/24/1991,,69,51
USW00023183,12/25/1991,,65,46
USW00023183,12/26/1991,,64,46
USW00023183,12/27/1991,,68,48
USW00023183,12/28/1991,,69,50
USW00023183,12/29/1991,,64,50
USW00023183,12/30/1991,,64,48
USW00023183,12/31/1991,,63,43
USW00023183,1/1/1992,,66,42
USW00023183,1/2/1992,,65,46
USW00023183,1/3/1992,,64,50
USW00023183,1/4/1992,,62,50
USW00023183,1/5/1992,,65,50
USW00023183,1/6/1992,,58,45
USW00023183,1/7/1992,,57,44
USW00023183,1/8/1992,,62,42
USW00023183,1/9/1992,,67,41
USW00023183,1/10/1992,,70,51
USW00023183,1/11/1992,,62,49
USW00023183,1/12/1992,,58,45
USW00023183,1/13/1992,,58,40
USW00023183,1/14/1992,,59,39
USW00023183,1/15/1992,,63,39
USW00023183,1/16/1992,,63,44
USW00023183,1/17/1992,,67,40
USW00023183,1/18/1992,,63,50
USW00023183,1/19/1992,,64,51
USW00023183,1/20/1992,,60,50
USW00023183,1/21/1992,,63,46
USW00023183,1/22/1992,,64,43
USW00023183,1/23/1992,,70,41
USW00023183,1/24/1992,,76,48
USW00023183,1/25/1992,,77,47
USW00023183,1/26/1992,,76,51
USW00023183,1/27/1992,,74,49
USW00023183,1/28/1992,,75,48
USW00023183,1/29/1992,,75,48
USW00023183,1/30/1992,,74,56
USW00023183,1/31/1992,,77,52
USW00023183,2/1/1992,,77,50
USW00023183,2/2/1992,,71,53
USW00023183,2/3/1992,,75,50
USW00023183,2/4/1992,,75,58
USW00023183,2/5/1992,,72,53
USW00023183,2/6/1992,,73,57
USW00023183,2/7/1992,,63,56
USW00023183,2/8/1992,,67,55
USW00023183,2/9/1992,,72,51
USW00023183,2/10/1992,,67,55
USW00023183,2/11/1992,,67,52
USW00023183,2/12/1992,,67,51
USW00023183,2/13/1992,,65,54
USW00023183,2/14/1992,,68,50
USW00023183,2/15/1992,,68,49
