STATION,DATE,TAVG,TMAX,TMIN
USW00023183,10/11/1998,78,94,61
USW00023183,10/12/1998,81,98,63
USW00023183,10/13/1998,82,95,69
USW00023183,10/14/1998,78,92,64
USW00023183,10/15/1998,73,82,63
USW00023183,10/16/1998,68,77,58
USW00023183,10/17/1998,66,80,51
USW00023183,10/18/1998,72,88,56
USW00023183,10/19/1998,74,89,58
USW00023183,10/20/1998,74,88,59
USW00023183,10/21/1998,78,85,70
USW00023183,10/22/1998,77,84,69
USW00023183,10/23/1998,78,86,70
USW00023183,10/24/1998,77,87,66
USW00023183,10/25/1998,73,82,64
USW00023183,10/26/1998,67,73,60
USW00023183,10/27/1998,66,75,56
USW00023183,10/28/1998,68,79,56
USW00023183,10/29/1998,68,80,55
USW00023183,10/30/1998,64,72,56
USW00023183,10/31/1998,62,71,52
USW00023183,11/1/1998,65,75,54
USW00023183,11/2/1998,67,77,56
USW00023183,11/3/1998,65,77,53
USW00023183,11/4/1998,64,77,51
USW00023183,11/5/1998,65,77,52
USW00023183,11/6/1998,64,76,52
USW00023183,11/7/1998,63,73,52
USW00023183,11/8/1998,66,76,56
USW00023183,11/9/1998,61,69,53
USW00023183,11/10/1998,56,66,45
USW00023183,11/11/1998,55,62,47
USW00023183,11/12/1998,57,66,48
USW00023183,11/13/1998,62,76,48
USW00023183,11/14/1998,64,77,50
USW00023183,11/15/1998,67,82,51
USW00023183,11/16/1998,67,81,52
USW00023183,11/17/1998,66,79,53
USW00023183,11/18/1998,63,75,50
USW00023183,11/19/1998,60,72,47
USW00023183,11/20/1998,62,75,49
USW00023183,11/21/1998,62,77,46
USW00023183,11/22/1998,64,78,49
USW00023183,11/23/1998,66,82,49
USW00023183,11/24/1998,66,79,52
USW00023183,11/25/1998,65,80,49
USW00023183,11/26/1998,67,81,52
USW00023183,11/27/1998,66,80,51
USW00023183,11/28/1998,59,65,53
USW00023183,11/29/1998,57,63,51
USW00023183,11/30/1998,59,71,46
USW00023183,12/1/1998,63,75,50
USW00023183,12/2/1998,57,61,52
USW00023183,12/3/1998,55,63,47
USW00023183,12/4/1998,58,68,47
USW00023183,12/5/1998,52,59,45
USW00023183,12/6/1998,42,48,36
USW00023183,12/7/1998,43,52,34
USW00023183,12/8/1998,48,60,35
USW00023183,12/9/1998,47,58,36
USW00023183,12/10/1998,55,65,44
USW00023183,12/11/1998,51,63,39
USW00023183,12/12/1998,55,70,39
USW00023183,12/13/1998,61,75,47
USW00023183,12/14/1998,61,76,46
USW00023183,12/15/1998,63,71,55
USW00023183,12/16/1998,64,79,49
USW00023183,12/17/1998,67,78,56
USW00023183,12/18/1998,59,67,50
USW00023183,12/19/1998,59,69,48
USW00023183,12/20/1998,57,65,48
USW00023183,12/21/1998,51,58,43
USW00023183,12/22/1998,47,56,37
USW00023183,12/23/1998,44,54,33
USW00023183,12/24/1998,47,61,32
USW00023183,12/25/1998,49,63,35
USW00023183,12/26/1998,53,66,39
USW00023183,12/27/1998,54,67,40
USW00023183,12/28/1998,55,68,41
USW00023183,12/29/1998,56,69,43
USW00023183,12/30/1998,61,74,47
USW00023183,12/31/1998,61,74,47
USW00023183,1/1/1999,59,70,47
USW00023183,1/2/1999,55,67,42
USW00023183,1/3/1999,53,68,38
USW00023183,1/4/1999,53,67,39
USW00023183,1/5/1999,54,68,40
USW00023183,1/6/1999,57,71,42
USW00023183,1/7/1999,57,70,43
USW00023183,1/8/1999,54,67,41
USW00023183,1/9/1999,56,70,41
USW00023183,1/10/1999,56,71,41
USW00023183,1/11/1999,60,73,47
USW00023183,1/12/1999,59,69,48
USW00023183,1/13/1999,56,69,43
USW00023183,1/14/1999,62,78,45
USW00023183,1/15/1999,58,72,43
USW00023183,1/16/1999,59,71,46
USW00023183,1/17/1999,58,71,45
USW00023183,1/18/1999,61,74,47
USW00023183,1/19/1999,63,75,50
USW00023183,1/20/1999,61,71,50
USW00023183,1/21/1999,65,71,58
USW00023183,1/22/1999,57,66,47
USW00023183,1/23/1999,56,70,41
USW00023183,1/24/1999,62,73,51
USW00023183,1/25/1999,63,75,50
USW00023183,1/26/1999,51,59,43
USW00023183,1/27/1999,50,59,40
USW00023183,1/28/1999,54,66,41
USW00023183,1/29/1999,52,64,39
USW00023183,1/30/1999,52,66,38
USW00023183,1/31/1999,57,70,43
USW00023183,2/1/1999,55,68,41
USW00023183,2/2/1999,56,71,41
USW00023183,2/3/1999,55,70,40
USW00023183,2/4/1999,55,62,47
USW00023183,2/5/1999,56,64,47
USW00023183,2/6/1999,53,62,43
USW00023183,2/7/1999,56,68,44
USW00023183,2/8/1999,61,74,47
USW00023183,2/9/1999,64,78,49
USW00023183,2/10/1999,54,60,47
USW00023183,2/11/1999,49,59,39
USW00023183,2/12/1999,63,75,50
USW00023183,2/13/1999,63,80,45
USW00023183,2/14/1999,63,77,48
USW00023183,2/15/1999,59,71,46
USW00023183,2/16/1999,60,71,48
USW00023183,2/17/1999,62,74,49
USW00023183,2/18/1999,63,76,49
USW00023183,2/19/1999,65,76,53
USW00023183,2/20/1999,65,78,52
USW00023183,2/21/1999,65,79,50
USW00023183,2/22/1999,66,75,56
USW00023183,2/23/1999,62,77,46
USW00023183,2/24/1999,65,80,49
USW00023183,2/25/1999,68,79,56
USW00023183,2/26/1999,65,76,53
USW00023183,2/27/1999,64,77,50
USW00023183,2/28/1999,68,85,51
USW00023183,3/1/1999,70,84,56
USW00023183,3/2/1999,70,85,55
USW00023183,3/3/1999,70,85,54
USW00023183,3/4/1999,66,76,56
USW00023183,3/5/1999,64,77,51
USW00023183,3/6/1999,67,81,53
USW00023183,3/7/1999,57,63,51
USW00023183,3/8/1999,57,66,48
USW00023183,3/9/1999,62,74,49
USW00023183,3/10/1999,61,74,48
USW00023183,3/11/1999,61,70,52
USW00023183,3/12/1999,59,71,47
USW00023183,3/13/1999,63,77,49
USW00023183,3/14/1999,66,82,50
USW00023183,3/15/1999,70,85,54
USW00023183,3/16/1999,56,62,50
USW00023183,3/17/1999,55,60,50
USW00023183,3/18/1999,59,71,46
USW00023183,3/19/1999,67,82,51
USW00023183,3/20/1999,75,89,60
USW00023183,3/21/1999,67,81,52
USW00023183,3/22/1999,68,82,53
USW00023183,3/23/1999,67,80,54
USW00023183,3/24/1999,68,81,54
USW00023183,3/25/1999,70,83,57
USW00023183,3/26/1999,63,72,54
USW00023183,3/27/1999,63,75,50
USW00023183,3/28/1999,66,79,53
USW00023183,3/29/1999,71,86,56
USW00023183,3/30/1999,72,86,58
USW00023183,3/31/1999,68,78,58
USW00023183,4/1/1999,54,62,45
USW00023183,4/2/1999,50,59,40
USW00023183,4/3/1999,54,65,42
USW00023183,4/4/1999,51,58,43
USW00023183,4/5/1999,54,67,41
USW00023183,4/6/1999,63,77,49
USW00023183,4/7/1999,62,70,53
USW00023183,4/8/1999,58,69,47
USW00023183,4/9/1999,58,65,50
USW00023183,4/10/1999,58,71,44
USW00023183,4/11/1999,65,80,49
USW00023183,4/12/1999,67,81,52
USW00023183,4/13/1999,58,67,49
USW00023183,4/14/1999,69,84,54
USW00023183,4/15/1999,74,89,58
USW00023183,4/16/1999,71,84,58
USW00023183,4/17/1999,73,89,57
USW00023183,4/18/1999,78,94,61
USW00023183,4/19/1999,79,96,62
USW00023183,4/20/1999,81,96,66
USW00023183,4/21/1999,79,90,68
USW00023183,4/22/1999,76,86,65
USW00023183,4/23/1999,69,76,62
USW00023183,4/24/1999,66,75,57
USW00023183,4/25/1999,69,80,58
USW00023183,4/26/1999,75,88,61
USW00023183,4/27/1999,79,93,65
USW00023183,4/28/1999,73,85,61
USW00023183,4/29/1999,60,68,52
USW00023183,4/30/1999,61,69,52
USW00023183,5/1/1999,63,73,52
USW00023183,5/2/1999,70,83,57
USW00023183,5/3/1999,70,76,63
USW00023183,5/4/1999,67,79,55
USW00023183,5/5/1999,74,88,59
USW00023183,5/6/1999,76,91,61
USW00023183,5/7/1999,80,95,65
USW00023183,5/8/1999,84,99,68
USW00023183,5/9/1999,78,89,67
USW00023183,5/10/1999,76,87,64
USW00023183,5/11/1999,78,90,66
USW00023183,5/12/1999,82,95,69
USW00023183,5/13/1999,84,97,70
USW00023183,5/14/1999,80,91,69
USW00023183,5/15/1999,81,91,70
USW00023183,5/16/1999,79,90,67
USW00023183,5/17/1999,80,94,65
USW00023183,5/18/1999,86,99,73
USW00023183,5/19/1999,81,95,67
USW00023183,5/20/1999,82,95,68
USW00023183,5/21/1999,85,100,69
USW00023183,5/22/1999,80,94,66
USW00023183,5/23/1999,78,90,65
USW00023183,5/24/1999,80,93,67
USW00023183,5/25/1999,85,93,77
USW00023183,5/26/1999,85,97,72
USW00023183,5/27/1999,89,102,75
USW00023183,5/28/1999,91,104,77
USW00023183,5/29/1999,89,101,77
USW00023183,5/30/1999,86,96,76
USW00023183,5/31/1999,82,94,70
USW00023183,6/1/1999,84,95,72
USW00023183,6/2/1999,76,85,66
USW00023183,6/3/1999,77,87,66
USW00023183,6/4/1999,68,75,61
USW00023183,6/5/1999,73,84,61
USW00023183,6/6/1999,79,93,64
USW00023183,6/7/1999,84,98,69
USW00023183,6/8/1999,85,97,72
USW00023183,6/9/1999,84,96,71
USW00023183,6/10/1999,83,95,71
USW00023183,6/11/1999,83,96,70
USW00023183,6/12/1999,87,101,72
USW00023183,6/13/1999,89,105,73
USW00023183,6/14/1999,94,104,83
USW00023183,6/15/1999,95,106,83
USW00023183,6/16/1999,94,105,83
USW00023183,6/17/1999,95,105,84
USW00023183,6/18/1999,94,105,82
USW00023183,6/19/1999,96,107,84
USW00023183,6/20/1999,97,109,84
USW00023183,6/21/1999,97,109,84
USW00023183,6/22/1999,91,103,78
USW00023183,6/23/1999,93,104,82
USW00023183,6/24/1999,95,106,84
USW00023183,6/25/1999,97,108,86
USW00023183,6/26/1999,96,107,85
USW00023183,6/27/1999,98,109,87
USW00023183,6/28/1999,96,105,86
USW00023183,6/29/1999,96,106,85
USW00023183,6/30/1999,98,110,86
USW00023183,7/1/1999,98,111,85
USW00023183,7/2/1999,97,106,87
USW00023183,7/3/1999,96,107,85
USW00023183,7/4/1999,96,107,85
USW00023183,7/5/1999,99,110,88
USW00023183,7/6/1999,94,107,81
USW00023183,7/7/1999,88,101,74
USW00023183,7/8/1999,86,95,77
USW00023183,7/9/1999,93,101,84
USW00023183,7/10/1999,93,105,81
USW00023183,7/11/1999,92,101,82
USW00023183,7/12/1999,95,104,85
USW00023183,7/13/1999,94,104,83
USW00023183,7/14/1999,85,96,73
USW00023183,7/15/1999,82,95,69
USW00023183,7/16/1999,90,100,80
USW00023183,7/17/1999,91,101,81
USW00023183,7/18/1999,86,96,75
USW00023183,7/19/1999,89,101,77
USW00023183,7/20/1999,94,105,83
USW00023183,7/21/1999,95,105,85
USW00023183,7/22/1999,94,104,83
USW00023183,7/23/1999,91,102,79
USW00023183,7/24/1999,91,100,82
USW00023183,7/25/1999,92,101,83
USW00023183,7/26/1999,94,104,84
USW00023183,7/27/1999,90,97,83
USW00023183,7/28/1999,84,91,76
USW00023183,7/29/1999,84,89,79
USW00023183,7/30/1999,88,97,78
USW00023183,7/31/1999,94,106,81
USW00023183,8/1/1999,94,107,80
USW00023183,8/2/1999,95,105,85
USW00023183,8/3/1999,96,105,86
USW00023183,8/4/1999,96,106,86
USW00023183,8/5/1999,91,99,83
USW00023183,8/6/1999,90,101,79
USW00023183,8/7/1999,93,103,82
USW00023183,8/8/1999,92,104,79
USW00023183,8/9/1999,93,104,81
USW00023183,8/10/1999,91,100,81
USW00023183,8/11/1999,88,100,76
USW00023183,8/12/1999,90,102,77
USW00023183,8/13/1999,91,107,75
USW00023183,8/14/1999,94,101,86
USW00023183,8/15/1999,93,103,82
USW00023183,8/16/1999,93,103,83
USW00023183,8/17/1999,96,108,84
USW00023183,8/18/1999,99,109,88
USW00023183,8/19/1999,94,106,81
USW00023183,8/20/1999,93,104,82
USW00023183,8/21/1999,96,107,84
USW00023183,8/22/1999,98,111,85
USW00023183,8/23/1999,95,106,84
USW00023183,8/24/1999,100,109,90
USW00023183,8/25/1999,97,107,87
USW00023183,8/26/1999,95,106,84
USW00023183,8/27/1999,92,105,79
USW00023183,8/28/1999,87,98,76
USW00023183,8/29/1999,90,100,80
USW00023183,8/30/1999,92,100,83
USW00023183,8/31/1999,86,96,76
USW00023183,9/1/1999,86,96,75
USW00023183,9/2/1999,90,98,81
USW00023183,9/3/1999,85,97,72
USW00023183,9/4/1999,87,100,74
USW00023183,9/5/1999,90,104,75
USW00023183,9/6/1999,91,105,77
USW00023183,9/7/1999,92,105,79
USW00023183,9/8/1999,90,104,75
USW00023183,9/9/1999,88,94,81
USW00023183,9/10/1999,90,101,79
USW00023183,9/11/1999,88,100,75
USW00023183,9/12/1999,89,102,75
USW00023183,9/13/1999,92,106,78
USW00023183,9/14/1999,91,104,78
USW00023183,9/15/1999,85,94,76
USW00023183,9/16/1999,87,98,76
USW00023183,9/17/1999,88,98,78
USW00023183,9/18/1999,90,100,79
USW00023183,9/19/1999,83,94,72
USW00023183,9/20/1999,83,95,71
USW00023183,9/21/1999,87,95,78
USW00023183,9/22/1999,89,100,77
USW00023183,9/23/1999,84,91,77
USW00023183,9/24/1999,86,95,76
USW00023183,9/25/1999,86,96,75
USW00023183,9/26/1999,87,99,74
USW00023183,9/27/1999,87,99,75
USW00023183,9/28/1999,88,100,75
USW00023183,9/29/1999,83,96,69
USW00023183,9/30/1999,87,98,75
USW00023183,10/1/1999,85,99,71
USW00023183,10/2/1999,84,98,69
USW00023183,10/3/1999,84,97,70
USW00023183,10/4/1999,84,100,68
USW00023183,10/5/1999,88,101,75
USW00023183,10/6/1999,82,93,70
USW00023183,10/7/1999,76,86,65
USW00023183,10/8/1999,80,95,64
USW00023183,10/9/1999,84,99,69
USW00023183,10/10/1999,85,99,70
USW00023183,10/11/1999,86,101,70
USW00023183,10/12/1999,87,101,72
USW00023183,10/13/1999,85,100,69
USW00023183,10/14/1999,84,98,69
USW00023183,10/15/1999,82,96,68
USW00023183,10/16/1999,79,90,67
USW00023183,10/17/1999,71,80,62
USW00023183,10/18/1999,70,81,58
USW00023183,10/19/1999,75,88,61
USW00023183,10/20/1999,78,90,66
USW00023183,10/21/1999,78,94,61
USW00023183,10/22/1999,78,94,61
USW00023183,10/23/1999,79,95,62
USW00023183,10/24/1999,78,94,61
USW00023183,10/25/1999,77,92,61
USW00023183,10/26/1999,77,87,66
USW00023183,10/27/1999,76,88,63
USW00023183,10/28/1999,76,87,64
USW00023183,10/29/1999,74,87,61
USW00023183,10/30/1999,72,85,59
USW00023183,10/31/1999,74,89,59
USW00023183,11/1/1999,73,87,59
USW00023183,11/2/1999,74,90,57
USW00023183,11/3/1999,75,87,62
USW00023183,11/4/1999,73,88,57
USW00023183,11/5/1999,73,87,59
USW00023183,11/6/1999,74,92,55
USW00023183,11/7/1999,75,86,64
USW00023183,11/8/1999,70,81,58
USW00023183,11/9/1999,67,80,54
USW00023183,11/10/1999,69,85,53
USW00023183,11/11/1999,74,90,57
USW00023183,11/12/1999,76,93,59
USW00023183,11/13/1999,75,91,59
USW00023183,11/14/1999,77,91,62
USW00023183,11/15/1999,75,90,59
USW00023183,11/16/1999,75,89,60
USW00023183,11/17/1999,72,84,59
USW00023183,11/18/1999,67,77,56
USW00023183,11/19/1999,66,78,54
USW00023183,11/20/1999,65,76,54
USW00023183,11/21/1999,61,71,51
USW00023183,11/22/1999,58,67,49
USW00023183,11/23/1999,54,66,41
USW00023183,11/24/1999,54,67,40
USW00023183,11/25/1999,55,68,41
USW00023183,11/26/1999,59,73,45
USW00023183,11/27/1999,63,78,48
USW00023183,11/28/1999,63,78,48
USW00023183,11/29/1999,68,85,50
USW00023183,11/30/1999,68,83,53
USW00023183,12/1/1999,66,77,55
USW00023183,12/2/1999,57,67,46
USW00023183,12/3/1999,52,61,42
USW00023183,12/4/1999,52,66,38
USW00023183,12/5/1999,55,70,40
USW00023183,12/6/1999,55,68,41
USW00023183,12/7/1999,53,65,41
USW00023183,12/8/1999,53,62,43
USW00023183,12/9/1999,52,64,39
USW00023183,12/10/1999,54,62,45
USW00023183,12/11/1999,52,66,38
USW00023183,12/12/1999,51,63,38
USW00023183,12/13/1999,52,64,40
USW00023183,12/14/1999,50,60,39
USW00023183,12/15/1999,51,67,35
USW00023183,12/16/1999,53,67,38
USW00023183,12/17/1999,56,71,41
USW00023183,12/18/1999,58,72,43
USW00023183,12/19/1999,56,70,42
USW00023183,12/20/1999,55,68,42
USW00023183,12/21/1999,53,65,40
USW00023183,12/22/1999,58,66,50
USW00023183,12/23/1999,58,69,46
USW00023183,12/24/1999,58,69,47
USW00023183,12/25/1999,54,66,42
USW00023183,12/26/1999,62,70,53
USW00023183,12/27/1999,59,70,48
USW00023183,12/28/1999,63,73,53
USW00023183,12/29/1999,59,68,50
USW00023183,12/30/1999,56,69,43
USW00023183,12/31/1999,56,69,43
USW00023183,1/1/2000,54,60,47
USW00023183,1/2/2000,50,57,43
USW00023183,1/3/2000,46,59,32
USW00023183,1/4/2000,53,65,40
USW00023183,1/5/2000,51,64,38
USW00023183,1/6/2000,51,64,37
USW00023183,1/7/2000,52,65,38
USW00023183,1/8/2000,51,63,38
USW00023183,1/9/2000,50,63,36
USW00023183,1/10/2000,54,68,39
USW00023183,1/11/2000,57,71,42
USW00023183,1/12/2000,59,73,44
USW00023183,1/13/2000,61,77,44
USW00023183,1/14/2000,65,81,49
USW00023183,1/15/2000,65,81,48
USW00023183,1/16/2000,63,77,49
USW00023183,1/17/2000,66,78,53
USW00023183,1/18/2000,68,79,57
USW00023183,1/19/2000,66,79,53
USW00023183,1/20/2000,65,77,53
USW00023183,1/21/2000,64,73,55
USW00023183,1/22/2000,62,70,53
USW00023183,1/23/2000,59,72,45
USW00023183,1/24/2000,63,74,52
USW00023183,1/25/2000,66,78,53
USW00023183,1/26/2000,62,69,55
USW00023183,1/27/2000,57,67,47
USW00023183,1/28/2000,55,67,43
USW00023183,1/29/2000,54,67,41
USW00023183,1/30/2000,59,68,50
USW00023183,1/31/2000,59,67,51
USW00023183,2/1/2000,57,70,44
USW00023183,2/2/2000,59,73,45
USW00023183,2/3/2000,62,76,47
USW00023183,2/4/2000,61,75,46
USW00023183,2/5/2000,62,76,48
USW00023183,2/6/2000,62,76,47
USW00023183,2/7/2000,65,83,47
USW00023183,2/8/2000,67,81,53
USW00023183,2/9/2000,66,78,54
USW00023183,2/10/2000,65,75,54
USW00023183,2/11/2000,60,69,50
USW00023183,2/12/2000,61,71,51
USW00023183,2/13/2000,59,67,50
USW00023183,2/14/2000,61,72,50
USW00023183,2/15/2000,64,77,50
USW00023183,2/16/2000,61,69,52
USW00023183,2/17/2000,58,65,51
USW00023183,2/18/2000,57,68,45
USW00023183,2/19/2000,61,74,47
USW00023183,2/20/2000,69,83,54
USW00023183,2/21/2000,65,76,54
USW00023183,2/22/2000,59,66,52
USW00023183,2/23/2000,59,69,49
USW00023183,2/24/2000,56,63,49
USW00023183,2/25/2000,54,63,45
USW00023183,2/26/2000,56,69,43
USW00023183,2/27/2000,63,80,45
USW00023183,2/28/2000,62,67,57
USW00023183,2/29/2000,60,71,48
USW00023183,3/1/2000,62,69,54
USW00023183,3/2/2000,59,71,47
USW00023183,3/3/2000,65,79,50
USW00023183,3/4/2000,63,73,52
USW00023183,3/5/2000,55,59,50
USW00023183,3/6/2000,48,52,44
USW00023183,3/7/2000,49,55,43
USW00023183,3/8/2000,54,64,43
USW00023183,3/9/2000,58,67,49
USW00023183,3/10/2000,59,71,46
USW00023183,3/11/2000,64,78,49
USW00023183,3/12/2000,66,80,51
USW00023183,3/13/2000,71,81,60
USW00023183,3/14/2000,70,84,56
USW00023183,3/15/2000,71,84,57
USW00023183,3/16/2000,70,81,59
USW00023183,3/17/2000,70,82,57
USW00023183,3/18/2000,69,83,55
USW00023183,3/19/2000,70,82,57
USW00023183,3/20/2000,61,69,53
USW00023183,3/21/2000,54,60,47
USW00023183,3/22/2000,58,68,48
USW00023183,3/23/2000,63,73,53
USW00023183,3/24/2000,66,81,51
USW00023183,3/25/2000,69,82,56
USW00023183,3/26/2000,70,83,56
USW00023183,3/27/2000,70,82,58
USW00023183,3/28/2000,66,72,59
USW00023183,3/29/2000,67,78,56
USW00023183,3/30/2000,70,79,60
USW00023183,3/31/2000,58,64,52
USW00023183,4/1/2000,59,69,49
USW00023183,4/2/2000,63,75,50
USW00023183,4/3/2000,70,84,55
USW00023183,4/4/2000,78,93,62
USW00023183,4/5/2000,77,92,62
USW00023183,4/6/2000,76,89,63
USW00023183,4/7/2000,76,92,59
USW00023183,4/8/2000,79,94,64
USW00023183,4/9/2000,80,94,66
USW00023183,4/10/2000,75,86,64
USW00023183,4/11/2000,74,87,61
USW00023183,4/12/2000,78,92,64
USW00023183,4/13/2000,78,93,63
USW00023183,4/14/2000,75,84,66
USW00023183,4/15/2000,68,78,57
USW00023183,4/16/2000,75,89,60
USW00023183,4/17/2000,77,92,62
USW00023183,4/18/2000,69,75,63
USW00023183,4/19/2000,69,80,58
USW00023183,4/20/2000,74,90,58
USW00023183,4/21/2000,80,93,67
USW00023183,4/22/2000,69,78,59
USW00023183,4/23/2000,74,86,61
USW00023183,4/24/2000,78,92,63
USW00023183,4/25/2000,82,97,66
USW00023183,4/26/2000,83,100,66
USW00023183,4/27/2000,85,101,69
USW00023183,4/28/2000,84,97,70
USW00023183,4/29/2000,79,87,70
USW00023183,4/30/2000,79,90,67
USW00023183,5/1/2000,80,97,63
USW00023183,5/2/2000,84,99,68
USW00023183,5/3/2000,84,99,68
USW00023183,5/4/2000,85,99,70
USW00023183,5/5/2000,83,98,68
USW00023183,5/6/2000,85,99,71
USW00023183,5/7/2000,84,97,70
USW00023183,5/8/2000,83,92,74
USW00023183,5/9/2000,84,96,72
USW00023183,5/10/2000,87,100,74
USW00023183,5/11/2000,78,84,71
USW00023183,5/12/2000,76,87,65
USW00023183,5/13/2000,78,92,63
USW00023183,5/14/2000,83,99,66
USW00023183,5/15/2000,85,100,70
USW00023183,5/16/2000,78,87,68
USW00023183,5/17/2000,72,83,60
USW00023183,5/18/2000,78,90,65
USW00023183,5/19/2000,82,95,69
USW00023183,5/20/2000,87,101,72
USW00023183,5/21/2000,92,107,76
USW00023183,5/22/2000,93,109,76
USW00023183,5/23/2000,93,106,79
USW00023183,5/24/2000,90,102,77
USW00023183,5/25/2000,84,95,73
USW00023183,5/26/2000,85,95,74
USW00023183,5/27/2000,91,104,78
USW00023183,5/28/2000,95,110,79
USW00023183,5/29/2000,95,110,80
USW00023183,5/30/2000,93,107,78
USW00023183,5/31/2000,92,103,81
USW00023183,6/1/2000,91,103,78
USW00023183,6/2/2000,91,103,79
USW00023183,6/3/2000,91,105,76
USW00023183,6/4/2000,91,106,75
USW00023183,6/5/2000,93,108,78
USW00023183,6/6/2000,96,109,82
USW00023183,6/7/2000,95,109,81
USW00023183,6/8/2000,93,100,85
USW00023183,6/9/2000,83,93,73
USW00023183,6/10/2000,84,95,72
USW00023183,6/11/2000,87,100,73
USW00023183,6/12/2000,90,104,75
USW00023183,6/13/2000,92,107,77
USW00023183,6/14/2000,95,109,80
USW00023183,6/15/2000,96,109,82
USW00023183,6/16/2000,95,107,83
USW00023183,6/17/2000,94,104,83
USW00023183,6/18/2000,93,101,84
USW00023183,6/19/2000,,101,82
USW00023183,6/20/2000,88,98,77
USW00023183,6/21/2000,89,102,75
USW00023183,6/22/2000,84,91,77
USW00023183,6/23/2000,87,100,74
USW00023183,6/24/2000,90,102,77
USW00023183,6/25/2000,94,106,81
USW00023183,6/26/2000,95,107,82
USW00023183,6/27/2000,98,106,90
USW00023183,6/28/2000,91,103,79
USW00023183,6/29/2000,89,101,77
USW00023183,6/30/2000,92,102,82
USW00023183,7/1/2000,94,103,84
USW00023183,7/2/2000,94,105,83
USW00023183,7/3/2000,94,105,82
USW00023183,7/4/2000,91,104,78
USW00023183,7/5/2000,91,105,77
USW00023183,7/6/2000,90,102,78
USW00023183,7/7/2000,88,100,76
USW00023183,7/8/2000,88,99,77
USW00023183,7/9/2000,92,103,81
USW00023183,7/10/2000,91,101,80
USW00023183,7/11/2000,95,106,84
USW00023183,7/12/2000,93,106,80
USW00023183,7/13/2000,95,104,85
USW00023183,7/14/2000,95,105,85
USW00023183,7/15/2000,96,107,84
USW00023183,7/16/2000,97,107,86
USW00023183,7/17/2000,96,108,83
USW00023183,7/18/2000,97,113,81
USW00023183,7/19/2000,99,113,84
USW00023183,7/20/2000,99,111,86
USW00023183,7/21/2000,97,106,88
USW00023183,7/22/2000,97,105,88
USW00023183,7/23/2000,99,109,88
USW00023183,7/24/2000,101,111,90
USW00023183,7/25/2000,100,111,89
USW00023183,7/26/2000,100,111,89
USW00023183,7/27/2000,101,110,91
USW00023183,7/28/2000,101,112,89
USW00023183,7/29/2000,97,106,87
USW00023183,7/30/2000,93,108,78
USW00023183,7/31/2000,93,106,79
USW00023183,8/1/2000,97,108,85
USW00023183,8/2/2000,97,108,86
USW00023183,8/3/2000,99,109,88
USW00023183,8/4/2000,99,110,88
USW00023183,8/5/2000,100,112,87
USW00023183,8/6/2000,94,103,85
USW00023183,8/7/2000,91,101,80
USW00023183,8/8/2000,88,97,78
USW00023183,8/9/2000,94,105,83
USW00023183,8/10/2000,97,106,87
USW00023183,8/11/2000,97,107,86
USW00023183,8/12/2000,93,102,84
USW00023183,8/13/2000,97,107,87
USW00023183,8/14/2000,96,107,85
USW00023183,8/15/2000,97,106,87
USW00023183,8/16/2000,100,110,89
USW00023183,8/17/2000,90,103,76
USW00023183,8/18/2000,87,97,77
USW00023183,8/19/2000,95,105,84
USW00023183,8/20/2000,96,106,85
USW00023183,8/21/2000,95,105,85
USW00023183,8/22/2000,90,101,79
USW00023183,8/23/2000,89,99,79
USW00023183,8/24/2000,91,104,78
USW00023183,8/25/2000,91,101,80
USW00023183,8/26/2000,95,105,84
USW00023183,8/27/2000,88,92,83
USW00023183,8/28/2000,86,93,78
USW00023183,8/29/2000,79,85,72
USW00023183,8/30/2000,84,93,74
USW00023183,8/31/2000,83,94,71
USW00023183,9/1/2000,84,92,76
USW00023183,9/2/2000,86,98,73
USW00023183,9/3/2000,88,101,74
USW00023183,9/4/2000,89,104,74
USW00023183,9/5/2000,91,104,78
USW00023183,9/6/2000,94,102,85
USW00023183,9/7/2000,95,107,82
USW00023183,9/8/2000,94,105,83
USW00023183,9/9/2000,91,103,78
USW00023183,9/10/2000,91,100,81
USW00023183,9/11/2000,92,102,82
USW00023183,9/12/2000,92,105,79
USW00023183,9/13/2000,94,109,79
USW00023183,9/14/2000,96,112,80
USW00023183,9/15/2000,97,110,83
USW00023183,9/16/2000,95,107,82
USW00023183,9/17/2000,94,106,81
USW00023183,9/18/2000,93,101,84
USW00023183,9/19/2000,92,102,82
USW00023183,9/20/2000,90,100,80
USW00023183,9/21/2000,91,100,82
USW00023183,9/22/2000,87,97,76
USW00023183,9/23/2000,81,87,74
USW00023183,9/24/2000,79,91,67
USW00023183,9/25/2000,83,99,67
USW00023183,9/26/2000,91,101,81
USW00023183,9/27/2000,91,100,81
USW00023183,9/28/2000,91,103,79
USW00023183,9/29/2000,91,101,81
USW00023183,9/30/2000,91,102,79
USW00023183,10/1/2000,89,102,76
USW00023183,10/2/2000,89,100,77
USW00023183,10/3/2000,88,98,78
USW00023183,10/4/2000,81,89,72
USW00023183,10/5/2000,85,98,71
USW00023183,10/6/2000,86,98,73
USW00023183,10/7/2000,85,97,72
USW00023183,10/8/2000,78,87,69
USW00023183,10/9/2000,73,83,63
USW00023183,10/10/2000,69,79,59
USW00023183,10/11/2000,69,75,62
USW00023183,10/12/2000,66,75,57
USW00023183,10/13/2000,68,79,56
USW00023183,10/14/2000,70,82,58
